dstport,protocol,tag
28072,ggp,Y1Z
56744,ggp,RXN
56745,ggp,U7O
60847,ggp,FCW
58801,ggp,DTG
7611,ggp,64U
36287,ggp,W6Y
44484,ggp,T52
7627,ggp,E34
40396,ggp,TFE
21977,ggp,02W
44505,ggp,79T
9700,ggp,N1G
36329,ggp,7G4
34284,ggp,HFD
36347,ggp,MXO
7687,ggp,NLC
38409,ggp,2E1
62987,ggp,I02
58894,ggp,8MU
54804,ggp,KWA
30230,ggp,5I8
58902,ggp,QL2
60981,ggp,EMZ
26211,ggp,4B4
44644,ggp,0I4
26217,ggp,QL4
3689,ggp,RJG
13936,ggp,44U
34416,ggp,WSW
30340,ggp,3UL
46728,ggp,SCM
1679,ggp,F6T
42639,ggp,ZM1
22168,ggp,U4R
13981,ggp,9E2
59038,ggp,B87
18079,ggp,82I
34494,ggp,79N
63172,ggp,OL9
24268,ggp,VO6
46797,ggp,2RK
14032,ggp,SS4
36564,ggp,CRG
42711,ggp,XHB
5868,ggp,BTP
5883,ggp,FFI
12037,ggp,E41
40710,ggp,CQO
65288,ggp,V30
34587,ggp,JER
12063,ggp,1D8
65316,ggp,C7P
48950,ggp,BD6
26422,ggp,8CF
34626,ggp,M02
3907,ggp,GZE
18246,ggp,ZD8
32584,ggp,KBV
24394,ggp,PT5
46924,ggp,83G
42837,ggp,1YU
20311,ggp,JAV
38745,ggp,6JB
55132,ggp,Q7A
55138,ggp,6U8
28522,ggp,F4N
36721,ggp,T2F
3958,ggp,YJN
61303,ggp,6CB
14201,ggp,WH3
36736,ggp,WUJ
26502,ggp,MV4
34706,ggp,D39
55187,ggp,J9E
30618,ggp,6K8
6057,ggp,IZ1
24495,ggp,HAI
24496,ggp,K2E
16304,ggp,Y1P
12211,ggp,6DP
22464,ggp,ZG5
53185,ggp,0L7
24518,ggp,312
38855,ggp,RUG
20443,ggp,0R5
16349,ggp,S0C
42974,ggp,LKZ
20453,ggp,A9K
6124,ggp,XM9
36857,ggp,WTA
30726,ipip,5D3
55305,ipip,HW9
30732,ipip,KY4
49185,ipip,Q72
55329,ipip,49Q
4139,ipip,TLO
52,ipip,RN9
61503,ipip,JCF
8263,ipip,D2I
12360,ipip,WS1
20553,ipip,8EO
20554,ipip,H0X
41038,ipip,24C
63581,ipip,WLY
51298,ipip,XQZ
51301,ipip,XTK
61542,ipip,PC3
34925,ipip,8BB
34932,ipip,4BF
28788,ipip,ZJZ
8311,ipip,33Y
51321,ipip,HV9
16510,ipip,95N
12416,ipip,5AT
61569,ipip,ADZ
39046,ipip,MXM
6278,ipip,WWD
47239,ipip,GHI
22664,ipip,JY8
45204,ipip,MVX
20630,ipip,372
10392,ipip,L9G
34973,ipip,X98
55456,ipip,LRP
59561,ipip,NQO
8365,ipip,882
26801,ipip,J28
59577,ipip,EBB
24762,ipip,BWF
45244,ipip,UM4
4292,ipip,JF2
47302,ipip,596
4296,ipip,ECE
32973,ipip,LDK
61648,ipip,D57
14544,ipip,3W2
4309,ipip,ZWN
35060,ipip,NAT
63733,ipip,RMW
51453,ipip,615
26880,ipip,TZ5
47362,ipip,QX2
10503,ipip,YQK
6409,ipip,9KM
35086,ipip,TQ3
55567,ipip,74H
16656,ipip,3VP
12562,ipip,CPN
16659,ipip,WNF
18728,ipip,HR2
31018,ipip,B13
28979,ipip,XZQ
53559,ipip,EZ9
45369,ipip,G0R
316,ipip,VM4
43325,ipip,QQS
18750,ipip,7FM
10557,ipip,IB1
4417,ipip,HTB
8517,ipip,V2Z
59718,ipip,BJV
41288,ipip,BZH
336,ipip,5W4
39255,ipip,9K0
61785,ipip,FQL
43355,ipip,KNL
53595,ipip,AWF
55648,ipip,HEM
12641,ipip,ZB0
14693,ipip,ZJR
22889,ipip,Y10
57710,ipip,DN2
35184,ipip,ND2
20852,ipip,T3T
2425,ipip,ZQ1
35195,ipip,6M5
61837,ipip,NT1
2450,ipip,H4L
12691,ipip,8F6
27026,ipip,FQH
35226,ipip,TL3
37277,ipip,V01
57764,ipip,Y6D
37285,ipip,PTG
6565,ipip,72L
16816,ipip,W8A
53682,ipip,VQE
59828,ipip,5KM
57789,ipip,U7L
53702,ipip,ZCN
47570,ipip,LM2
6612,ipip,DQR
45532,ipip,8KT
477,ipip,D3T
33251,ipip,BL9
53731,ipip,WNT
49641,ipip,NXS
37354,ipip,QOQ
37355,ipip,B1V
53748,ipip,BZM
41465,ipip,5RJ
29177,ipip,K90
61947,ipip,QAJ
63996,ipip,R9X
23054,ipip,P5V
2579,ipip,UGC
10784,ipip,HN0
4663,ipip,LSY
12860,ipip,NE5
51776,ipip,HEZ
31296,ipip,TVF
19012,ipip,TKT
39515,ipip,HTV
33379,ipip,W59
21093,ipip,WYT
8805,ipip,B2G
618,ipip,8QE
25199,ipip,CYG
10867,ipip,XQ7
33395,ipip,0FT
45688,ipip,CYM
12927,ipip,7OD
57983,ipip,7OW
21122,ipip,0WC
646,ipip,9SW
12936,ipip,DZI
6796,ipip,JD3
8845,ipip,FEJ
43661,ipip,4S7
43673,ipip,SFA
6815,ipip,4HD
27295,ipip,W2U
33445,ipip,GVA
21166,ipip,K0P
27311,ipip,84Z
17106,ipip,O13
8915,ipip,AIX
13018,ipip,XWY
21225,ipip,2RC
64240,ipip,56X
2802,ipip,AHY
19193,ipip,OAH
2813,ipip,M7R
47869,ipip,M3P
37636,ipip,33Z
2855,ipip,XJE
4905,ipip,U83
29483,ipip,J2R
49966,ipip,1AS
13107,ipip,7XO
39744,ipip,5OS
58191,ipip,RJR
43872,ipip,6U1
2920,ipip,499
37737,ipip,53V
58231,ipip,7MF
23425,ipip,XS4
29590,ipip,O7Y
2985,ipip,T9W
23472,ipip,8AO
62398,ipip,0LS
41919,ipip,1TP
21442,ipip,Z7G
967,ipip,1RZ
15308,ipip,FGD
21471,ipip,Q8I
9200,ipip,7KW
62451,ipip,408
9207,ipip,8FP
23545,ipip,OPD
15378,ipip,UVE
52275,ipip,59C
52281,ipip,SK4
35913,ipip,CZV
62546,ipip,90V
11347,ipip,KC9
37978,ipip,3LX
23646,ipip,L0R
46186,ipip,SE9
23663,ipip,2LU
19573,ipip,6M2
19587,ipip,SFK
50307,ipip,M06
13446,ipip,5TD
48276,ipip,6T9
52381,ipip,IQB
48294,ipip,ZGL
31917,ipip,OTH
44215,ipip,J4O
44218,ipip,NHT
3267,ipip,XWV
42185,ipip,SII
46286,ipip,DTU
23772,ipip,FCD
11490,ipip,TNE
54501,ipip,LNV
5350,ipip,W8G
64749,ipip,TCB
19699,ipip,AKA
3317,ipip,GEX
54518,ipip,LLD
50422,ipip,QX5
27895,ipip,XTU
52474,ipip,UR6
50427,ipip,7G3
42261,ipip,MAP
11545,ipip,LGG
50462,ipip,Q1Z
7461,ipip,XNP
9515,ipip,1MR
38192,ipip,UUG
58674,ipip,VTN
54588,ipip,BUC
42304,ipip,6UD
32066,ipip,D7R
42310,ipip,W1C
21842,ipip,00J
30035,ipip,JPN
32088,ipip,2DH
46440,ipip,3ER
7535,ipip,CUI
23923,ipip,CZE
30071,ipip,LCA
40316,ipip,VJP
17797,ipip,NH6
40327,ipip,JO5
42393,ipip,FN1
54683,ipip,NY0
23969,ipip,JE0
52645,ipip,79I
48550,ipip,WGG
40358,ipip,SZ8
28072,ipip,JFR
56744,ipip,V3T
56745,ipip,P7H
60847,ipip,846
58801,ipip,PG1
7611,ipip,UUD
36287,ipip,R2E
44484,ipip,HCO
7627,ipip,N0E
40396,ipip,L1X
21977,ipip,2EE
44505,ipip,OEP
9700,ipip,JN5
36329,ipip,2K5
34284,ipip,OSE
36347,ipip,P5U
7687,ipip,CZ8
38409,ipip,77M
62987,ipip,98U
58894,ipip,RGR
54804,ipip,2TI
30230,ipip,PI7
58902,ipip,PNQ
60981,ipip,ONW
26211,ipip,ZF5
44644,ipip,4WB
26217,ipip,311
3689,ipip,TZ9
13936,ipip,VTF
34416,ipip,88S
30340,ipip,S2X
46728,ipip,F4P
1679,ipip,L7V
42639,ipip,4V9
22168,ipip,N01
13981,ipip,CN1
59038,ipip,TTT
18079,ipip,9OK
34494,ipip,C23
63172,ipip,8FQ
24268,ipip,RU0
46797,ipip,D1I
14032,ipip,TSY
36564,ipip,G6T
42711,ipip,ATE
5868,ipip,529
5883,ipip,M3Q
12037,ipip,HYT
40710,ipip,OIT
65288,ipip,845
34587,ipip,ZLT
12063,ipip,ZI4
65316,ipip,S5W
48950,ipip,6CD
26422,ipip,5AW
34626,ipip,VFM
3907,ipip,7XV
18246,ipip,U1K
32584,ipip,BXP
24394,ipip,ISJ
46924,ipip,VNO
42837,ipip,YQQ
20311,ipip,ES6
38745,ipip,4NA
55132,ipip,OHJ
55138,ipip,SUR
28522,ipip,A4W
36721,ipip,BSF
3958,ipip,MY2
61303,ipip,M42
14201,ipip,DWX
36736,ipip,1P7
26502,ipip,CFN
34706,ipip,6WD
55187,ipip,5QW
30618,ipip,NU8
6057,ipip,Y5L
24495,ipip,PPM
24496,ipip,JUA
16304,ipip,NEL
12211,ipip,INP
22464,ipip,58O
53185,ipip,YSI
24518,ipip,VK2
38855,ipip,MPS
20443,ipip,R31
16349,ipip,0S8
42974,ipip,ARP
20453,ipip,HQD
6124,ipip,K1Y
36857,ipip,00W
30726,ipv6,QKR
55305,ipv6,SBA
30732,ipv6,4N9
49185,ipv6,7EE
55329,ipv6,DB1
4139,ipv6,RAS
52,ipv6,3HK
61503,ipv6,K2U
8263,ipv6,I9I
12360,ipv6,SWC
20553,ipv6,2RP
20554,ipv6,XPD
41038,ipv6,XKU
63581,ipv6,32L
51298,ipv6,MHR
51301,ipv6,TGM
61542,ipv6,P2A
34925,ipv6,9IP
34932,ipv6,KUD
28788,ipv6,W0R
8311,ipv6,FP7
51321,ipv6,09K
16510,ipv6,SB8
12416,ipv6,0E0
61569,ipv6,Q4D
39046,ipv6,F3S
6278,ipv6,MGU
47239,ipv6,RTM
22664,ipv6,HWZ
45204,ipv6,FT5
20630,ipv6,LQU
10392,ipv6,E0D
34973,ipv6,D08
55456,ipv6,5AY
59561,ipv6,O0I
8365,ipv6,50Y
26801,ipv6,VTJ
59577,ipv6,IET
24762,ipv6,2EF
45244,ipv6,UNU
4292,ipv6,9LQ
47302,ipv6,PS6
4296,ipv6,D6R
32973,ipv6,V52
61648,ipv6,Z7N
14544,ipv6,5BB
4309,ipv6,790
35060,ipv6,QXA
63733,ipv6,IHK
51453,ipv6,WEO
26880,ipv6,NCK
47362,ipv6,8TK
10503,ipv6,88E
6409,ipv6,UOI
35086,ipv6,LMY
55567,ipv6,N68
16656,ipv6,39I
12562,ipv6,0YR
16659,ipv6,ZLB
18728,ipv6,Z0E
31018,ipv6,ZF6
28979,ipv6,OP7
53559,ipv6,92A
45369,ipv6,N48
316,ipv6,GBY
43325,ipv6,R05
18750,ipv6,15L
10557,ipv6,SFB
4417,ipv6,2JT
8517,ipv6,CWU
59718,ipv6,96X
41288,ipv6,VD7
336,ipv6,UGU
39255,ipv6,RVK
61785,ipv6,PUH
43355,ipv6,6ZG
53595,ipv6,GM8
55648,ipv6,KDT
12641,ipv6,1LY
14693,ipv6,YIE
22889,ipv6,4UG
57710,ipv6,KO2
35184,ipv6,2P3
20852,ipv6,35U
2425,ipv6,AIQ
35195,ipv6,EP2
61837,ipv6,9VA
2450,ipv6,XLK
12691,ipv6,E9T
27026,ipv6,7S3
35226,ipv6,4DR
37277,ipv6,HJV
57764,ipv6,TES
37285,ipv6,GB9
6565,ipv6,QZN
16816,ipv6,N1O
53682,ipv6,TPP
59828,ipv6,2L8
57789,ipv6,ATT
53702,ipv6,XUY
47570,ipv6,8TU
6612,ipv6,6HF
45532,ipv6,9AB
477,ipv6,5D1
33251,ipv6,HKO
53731,ipv6,9YW
49641,ipv6,WLX
37354,ipv6,0BE
37355,ipv6,MFI
53748,ipv6,OUQ
41465,ipv6,KB1
29177,ipv6,54Z
61947,ipv6,34T
63996,ipv6,TCP
23054,ipv6,T9Y
2579,ipv6,29V
10784,ipv6,1XI
4663,ipv6,FJ2
12860,ipv6,99L
51776,ipv6,JA4
31296,ipv6,8YP
19012,ipv6,9QT
39515,ipv6,UIP
33379,ipv6,LA0
21093,ipv6,9NU
8805,ipv6,0S0
618,ipv6,HW6
25199,ipv6,YGK
10867,ipv6,NYS
33395,ipv6,P9C
45688,ipv6,GDA
12927,ipv6,88P
57983,ipv6,5SS
21122,ipv6,WMY
646,ipv6,0XT
12936,ipv6,K69
6796,ipv6,806
8845,ipv6,DH3
43661,ipv6,7EX
43673,ipv6,RRH
6815,ipv6,BWW
27295,ipv6,TNP
33445,ipv6,A4V
21166,ipv6,K9D
27311,ipv6,AWT
17106,ipv6,QUL
8915,ipv6,8LA
13018,ipv6,BU8
21225,ipv6,NJK
64240,ipv6,H81
2802,ipv6,T30
19193,ipv6,UC0
2813,ipv6,8A8
47869,ipv6,DN1
37636,ipv6,AE2
2855,ipv6,QCB
4905,ipv6,23D
29483,ipv6,6RQ
49966,ipv6,Q54
13107,ipv6,1IB
39744,ipv6,K6T
58191,ipv6,XXL
43872,ipv6,7MW
2920,ipv6,G80
37737,ipv6,U67
58231,ipv6,677
23425,ipv6,GBK
29590,ipv6,Y8K
2985,ipv6,JQG
23472,ipv6,CZ0
62398,ipv6,D42
41919,ipv6,TG1
21442,ipv6,E08
967,ipv6,FJW
15308,ipv6,0TP
21471,ipv6,DSN
9200,ipv6,TFH
62451,ipv6,Z1E
9207,ipv6,TCI
23545,ipv6,8VR
15378,ipv6,7TW
52275,ipv6,6UM
52281,ipv6,UOE
35913,ipv6,285
62546,ipv6,4KD
11347,ipv6,C68
37978,ipv6,30T
23646,ipv6,3ZK
46186,ipv6,RON
23663,ipv6,SXO
19573,ipv6,UFW
19587,ipv6,9GT
50307,ipv6,ZFB
13446,ipv6,EBK
48276,ipv6,286
52381,ipv6,G14
48294,ipv6,4NT
31917,ipv6,MKG
44215,ipv6,I0G
44218,ipv6,VL3
3267,ipv6,QMY
42185,ipv6,V03
46286,ipv6,YX8
23772,ipv6,D4F
11490,ipv6,ZN3
54501,ipv6,DES
5350,ipv6,EVD
64749,ipv6,SDT
19699,ipv6,KHQ
3317,ipv6,RHE
54518,ipv6,G7O
50422,ipv6,H5N
27895,ipv6,Q54
52474,ipv6,P32
50427,ipv6,1XH
42261,ipv6,73X
11545,ipv6,43K
50462,ipv6,9KD
7461,ipv6,UGG
9515,ipv6,6G1
38192,ipv6,I04
58674,ipv6,DS5
54588,ipv6,32V
42304,ipv6,6IJ
32066,ipv6,05M
42310,ipv6,VJN
21842,ipv6,EY9
30035,ipv6,BDL
32088,ipv6,1OB
46440,ipv6,XVR
7535,ipv6,01R
23923,ipv6,OUY
30071,ipv6,FIJ
40316,ipv6,0M7
17797,ipv6,L8F
40327,ipv6,KWP
42393,ipv6,OFM
54683,ipv6,VDU
23969,ipv6,MUA
52645,ipv6,UUM
48550,ipv6,H9T
40358,ipv6,Q4N
28072,ipv6,8ZY
56744,ipv6,APT
56745,ipv6,CVB
60847,ipv6,3K0
58801,ipv6,60P
7611,ipv6,V6F
36287,ipv6,T4P
44484,ipv6,ZXK
7627,ipv6,VTQ
40396,ipv6,H64
21977,ipv6,TXE
44505,ipv6,WBW
9700,ipv6,KIS
36329,ipv6,AQZ
34284,ipv6,RKF
36347,ipv6,165
7687,ipv6,OK4
38409,ipv6,LWA
62987,ipv6,PI4
58894,ipv6,59N
54804,ipv6,AGY
30230,ipv6,WR4
58902,ipv6,9FW
60981,ipv6,GB7
26211,ipv6,EE7
44644,ipv6,7QH
26217,ipv6,QFI
3689,ipv6,XW7
13936,ipv6,3TQ
34416,ipv6,318
30340,ipv6,TS7
46728,ipv6,68S
1679,ipv6,JEC
42639,ipv6,LS7
22168,ipv6,5TO
13981,ipv6,MPT
59038,ipv6,HBL
18079,ipv6,NVX
34494,ipv6,BZN
63172,ipv6,9PS
24268,ipv6,KKG
46797,ipv6,FVR
14032,ipv6,0U3
36564,ipv6,ONK
42711,ipv6,5J7
5868,ipv6,114
5883,ipv6,X6W
12037,ipv6,EG3
40710,ipv6,YNW
65288,ipv6,XOS
34587,ipv6,46R
12063,ipv6,8JR
65316,ipv6,LFB
48950,ipv6,U4V
26422,ipv6,SBV
34626,ipv6,CIP
3907,ipv6,7VR
18246,ipv6,ZRE
32584,ipv6,H71
24394,ipv6,JUB
46924,ipv6,EKM
42837,ipv6,ZV3
20311,ipv6,UL4
38745,ipv6,JLK
55132,ipv6,9AA
55138,ipv6,MK8
28522,ipv6,JZY
36721,ipv6,KTP
3958,ipv6,QGQ
61303,ipv6,EQB
14201,ipv6,RUE
36736,ipv6,SPP
26502,ipv6,OCW
34706,ipv6,IJL
55187,ipv6,Y0H
30618,ipv6,0BY
6057,ipv6,50U
24495,ipv6,HNQ
24496,ipv6,W3Y
16304,ipv6,8KF
12211,ipv6,S0K
22464,ipv6,CUC
53185,ipv6,NNP
24518,ipv6,4PS
38855,ipv6,UPO
20443,ipv6,NFX
16349,ipv6,LF4
42974,ipv6,GYS
20453,ipv6,08W
6124,ipv6,C6R
36857,ipv6,HQ6
30726,tcp,M0Y
55305,tcp,652
30732,tcp,TXY
49185,tcp,8PQ
55329,tcp,OU2
4139,tcp,SBN
52,tcp,PFP
61503,tcp,E41
8263,tcp,P1T
12360,tcp,0XG
20553,tcp,TL5
20554,tcp,PFA
41038,tcp,Q8Q
63581,tcp,0XA
51298,tcp,K2J
51301,tcp,IO8
61542,tcp,AZ2
34925,tcp,LKG
34932,tcp,EF1
28788,tcp,1QZ
8311,tcp,A80
51321,tcp,1RW
16510,tcp,AK7
12416,tcp,HJL
61569,tcp,8KP
39046,tcp,U40
6278,tcp,0S2
47239,tcp,L49
22664,tcp,VJ2
45204,tcp,I3D
20630,tcp,S3O
10392,tcp,QG7
34973,tcp,7MO
55456,tcp,T5M
59561,tcp,Q6M
8365,tcp,8AT
26801,tcp,ZLJ
59577,tcp,IKQ
24762,tcp,59H
45244,tcp,CNH
4292,tcp,AX3
47302,tcp,LII
4296,tcp,RL7
32973,tcp,IL4
61648,tcp,ZVY
14544,tcp,S1D
4309,tcp,3RQ
35060,tcp,18W
63733,tcp,8VC
51453,tcp,DA4
26880,tcp,LGI
47362,tcp,DKG
10503,tcp,FUC
6409,tcp,UEG
35086,tcp,86T
55567,tcp,TRP
16656,tcp,SDU
12562,tcp,KDX
16659,tcp,F18
18728,tcp,4E3
31018,tcp,EM1
28979,tcp,O3Q
53559,tcp,3X8
45369,tcp,QJJ
316,tcp,YFI
43325,tcp,Z0K
18750,tcp,5GF
10557,tcp,P1F
4417,tcp,8OD
8517,tcp,BMQ
59718,tcp,MCZ
41288,tcp,IZV
336,tcp,7J1
39255,tcp,YAM
61785,tcp,M2Y
43355,tcp,4C1
53595,tcp,UKX
55648,tcp,FPV
12641,tcp,3QU
14693,tcp,TMW
22889,tcp,ED1
57710,tcp,95Q
35184,tcp,MC3
20852,tcp,RFA
2425,tcp,VP8
35195,tcp,Q22
61837,tcp,Q3P
2450,tcp,KML
12691,tcp,FU1
27026,tcp,S77
35226,tcp,WC5
37277,tcp,XM1
57764,tcp,JUU
37285,tcp,PB2
6565,tcp,8GA
16816,tcp,I96
53682,tcp,T7V
59828,tcp,MAE
57789,tcp,V47
53702,tcp,MM9
47570,tcp,3KG
6612,tcp,SBH
45532,tcp,1KC
477,tcp,FWY
33251,tcp,N2J
53731,tcp,THI
49641,tcp,EBX
37354,tcp,ZUQ
37355,tcp,K88
53748,tcp,YAX
41465,tcp,YCC
29177,tcp,QJ6
61947,tcp,ZTS
63996,tcp,EZY
23054,tcp,0YP
2579,tcp,U5E
10784,tcp,VBQ
4663,tcp,OOW
12860,tcp,K4O
51776,tcp,A1Q
31296,tcp,SA9
19012,tcp,KOM
39515,tcp,UVW
33379,tcp,3M9
21093,tcp,P19
8805,tcp,8S6
618,tcp,4CT
25199,tcp,7U2
10867,tcp,4LX
33395,tcp,9DZ
45688,tcp,OPF
12927,tcp,2SA
57983,tcp,ZQV
21122,tcp,DIE
646,tcp,NVX
12936,tcp,1JT
6796,tcp,0JO
8845,tcp,S3A
43661,tcp,R1V
43673,tcp,V6C
6815,tcp,GRK
27295,tcp,J8S
33445,tcp,XZV
21166,tcp,PHM
27311,tcp,LGK
17106,tcp,JA9
8915,tcp,31P
13018,tcp,NHB
21225,tcp,Q06
64240,tcp,RNN
2802,tcp,7ZT
19193,tcp,EI9
2813,tcp,IRW
47869,tcp,00O
37636,tcp,7C7
2855,tcp,GDC
4905,tcp,M4T
29483,tcp,50R
49966,tcp,SBP
13107,tcp,YBF
39744,tcp,J2Z
58191,tcp,TTO
43872,tcp,EMZ
2920,tcp,F41
37737,tcp,NCG
58231,tcp,OL3
23425,tcp,ZQN
29590,tcp,FDK
2985,tcp,VYP
23472,tcp,P9R
62398,tcp,NOV
41919,tcp,5M2
21442,tcp,K53
967,tcp,G73
15308,tcp,CNS
21471,tcp,Q4J
9200,tcp,9QT
62451,tcp,ZOQ
9207,tcp,S9H
23545,tcp,A5N
15378,tcp,D43
52275,tcp,4CI
52281,tcp,241
35913,tcp,9M3
62546,tcp,3P6
11347,tcp,HNO
37978,tcp,A8O
23646,tcp,XLZ
46186,tcp,QND
23663,tcp,UNL
19573,tcp,ZYH
19587,tcp,ZLV
50307,tcp,LTD
13446,tcp,KKL
48276,tcp,X72
52381,tcp,1MQ
48294,tcp,MFK
31917,tcp,8BH
44215,tcp,BBQ
44218,tcp,EC0
3267,tcp,C5C
42185,tcp,K2X
46286,tcp,6PP
23772,tcp,BIT
11490,tcp,ZRJ
54501,tcp,V4R
5350,tcp,PVA
64749,tcp,L7D
19699,tcp,S05
3317,tcp,75Q
54518,tcp,6EJ
50422,tcp,N8H
27895,tcp,LDD
52474,tcp,QKR
50427,tcp,RL6
42261,tcp,ZBC
11545,tcp,HSE
50462,tcp,R1R
7461,tcp,Q82
9515,tcp,TUB
38192,tcp,GVP
58674,tcp,NFI
54588,tcp,YRK
42304,tcp,3VU
32066,tcp,KRD
42310,tcp,6ML
21842,tcp,28G
30035,tcp,S9D
32088,tcp,4WT
46440,tcp,I0U
7535,tcp,XV6
23923,tcp,G2Y
30071,tcp,376
40316,tcp,S6A
17797,tcp,CEF
40327,tcp,93L
42393,tcp,F92
54683,tcp,NGJ
23969,tcp,PFO
52645,tcp,3IB
48550,tcp,FRN
40358,tcp,ST9
28072,tcp,S80
56744,tcp,HEW
56745,tcp,BQU
60847,tcp,F5H
58801,tcp,O2Q
7611,tcp,U3N
36287,tcp,9AK
44484,tcp,C71
7627,tcp,RGY
40396,tcp,4W0
21977,tcp,KM4
44505,tcp,F9F
9700,tcp,MMF
36329,tcp,EHI
34284,tcp,PQH
36347,tcp,6YC
7687,tcp,KVR
38409,tcp,SNO
62987,tcp,RDN
58894,tcp,698
54804,tcp,0UQ
30230,tcp,SYP
58902,tcp,S29
60981,tcp,M5U
26211,tcp,ZHF
44644,tcp,A6O
26217,tcp,BTF
3689,tcp,OM5
13936,tcp,JIQ
34416,tcp,QJT
30340,tcp,9OI
46728,tcp,3SY
1679,tcp,V6G
42639,tcp,93N
22168,tcp,Q5G
13981,tcp,DXG
59038,tcp,3K8
18079,tcp,KG9
34494,tcp,QCP
63172,tcp,FOA
24268,tcp,MI1
46797,tcp,KMM
14032,tcp,YGN
36564,tcp,ZCB
42711,tcp,I2W
5868,tcp,7YS
5883,tcp,APM
12037,tcp,259
40710,tcp,LFC
65288,tcp,5TN
34587,tcp,BND
12063,tcp,YDJ
65316,tcp,8R2
48950,tcp,LOR
26422,tcp,AO0
34626,tcp,624
3907,tcp,2FH
18246,tcp,JJX
32584,tcp,MJF
24394,tcp,5OR
46924,tcp,49E
42837,tcp,46P
20311,tcp,5CU
38745,tcp,SRV
55132,tcp,AG3
55138,tcp,DLL
28522,tcp,SJ2
36721,tcp,ZB2
3958,tcp,LA9
61303,tcp,ANU
14201,tcp,2PS
36736,tcp,0JG
26502,tcp,QF8
34706,tcp,POI
55187,tcp,IC1
30618,tcp,3GY
6057,tcp,7U8
24495,tcp,A75
24496,tcp,6MW
16304,tcp,MHA
12211,tcp,JX5
22464,tcp,25F
53185,tcp,HK6
24518,tcp,F1X
38855,tcp,EP0
20443,tcp,3MU
16349,tcp,RJ7
42974,tcp,M0W
20453,tcp,HWG
6124,tcp,RO0
36857,tcp,WT0
30726,egp,MC3
55305,egp,LEH
30732,egp,0HB
49185,egp,6B3
55329,egp,VAD
4139,egp,8Z1
52,egp,ZJ9
61503,egp,3KW
8263,egp,KFU
12360,egp,VMJ
20553,egp,UNA
20554,egp,7OS
41038,egp,MXL
63581,egp,ZTB
51298,egp,778
51301,egp,HDH
61542,egp,ARD
34925,egp,NVF
34932,egp,ROP
28788,egp,6E7
8311,egp,CZ5
51321,egp,2K0
16510,egp,2SG
12416,egp,4LL
61569,egp,9HI
39046,egp,B4M
6278,egp,FJ4
47239,egp,4I8
22664,egp,9S5
45204,egp,RJD
20630,egp,F4C
10392,egp,T50
34973,egp,DB6
55456,egp,VVB
59561,egp,290
8365,egp,WKP
26801,egp,PKW
59577,egp,YCW
24762,egp,6PN
45244,egp,XMR
4292,egp,78E
47302,egp,3R4
4296,egp,748
32973,egp,KIA
61648,egp,U2Y
14544,egp,LO0
4309,egp,V85
35060,egp,6VF
63733,egp,3JC
51453,egp,0X4
26880,egp,JC8
47362,egp,V3P
10503,egp,327
6409,egp,PQB
35086,egp,ZWI
55567,egp,NKY
16656,egp,E5I
12562,egp,GBP
16659,egp,FX5
18728,egp,R9P
31018,egp,3B1
28979,egp,YKP
53559,egp,HPO
45369,egp,CJ9
316,egp,KJE
43325,egp,RG4
18750,egp,MA5
10557,egp,1K2
4417,egp,9UI
8517,egp,VE0
59718,egp,KFP
41288,egp,2C0
336,egp,RTM
39255,egp,0OM
61785,egp,H32
43355,egp,GI4
53595,egp,VWG
55648,egp,YJ3
12641,egp,AD8
14693,egp,M1P
22889,egp,7DI
57710,egp,ZZX
35184,egp,AFD
20852,egp,23G
2425,egp,DOX
35195,egp,TD4
61837,egp,7O9
2450,egp,9BH
12691,egp,UHZ
27026,egp,NJQ
35226,egp,D4S
37277,egp,NCQ
57764,egp,7AY
37285,egp,CKQ
6565,egp,04M
16816,egp,9UF
53682,egp,MF4
59828,egp,5I3
57789,egp,ZIP
53702,egp,QNX
47570,egp,OW8
6612,egp,7YT
45532,egp,15H
477,egp,NJ7
33251,egp,DLA
53731,egp,8R0
49641,egp,DLA
37354,egp,1QR
37355,egp,LY9
53748,egp,J1V
41465,egp,X8C
29177,egp,VSD
61947,egp,FQT
63996,egp,XJE
23054,egp,GY5
2579,egp,GCA
10784,egp,IVV
4663,egp,S58
12860,egp,PNN
51776,egp,JUP
31296,egp,NB7
19012,egp,WSO
39515,egp,CST
33379,egp,1ZN
21093,egp,W4I
8805,egp,D6P
618,egp,BZH
25199,egp,WID
10867,egp,Y68
33395,egp,LHI
45688,egp,277
12927,egp,K63
57983,egp,VW5
21122,egp,3I1
646,egp,4L1
12936,egp,5Y7
6796,egp,ATH
8845,egp,H2T
43661,egp,PQK
43673,egp,FS0
6815,egp,MTM
27295,egp,HTF
33445,egp,O97
21166,egp,TUM
27311,egp,S0D
17106,egp,PPL
8915,egp,Y4B
13018,egp,TYU
21225,egp,4YW
64240,egp,M9V
2802,egp,ZCM
19193,egp,8V8
2813,egp,TQL
47869,egp,9CR
37636,egp,KVV
2855,egp,K84
4905,egp,BDR
29483,egp,DI8
49966,egp,K2O
13107,egp,D3D
39744,egp,05J
58191,egp,7MR
43872,egp,ZHX
2920,egp,WZ2
37737,egp,USW
58231,egp,OL6
23425,egp,CYI
29590,egp,7UO
2985,egp,JO2
23472,egp,JQR
62398,egp,5IQ
41919,egp,1EV
21442,egp,MXI
