Port,Protocol,Count
4139,ah,15
21842,esp,11
26211,egp,9
20852,tcp,13
53185,tcp,15
14201,sctp,6
16304,raw,10
5883,tcp,12
4905,igmp,9
28072,tp,7
62451,nd,6
30618,icmp,9
42974,hello,7
54501,xtp,9
37978,esp,5
48550,nd,5
4417,gre,11
28072,routing,10
48550,pup,10
50422,ipip,12
5883,raw,13
26211,ggp,7
20443,igmp,12
47239,pim,6
15378,dstopts,11
13107,icmp,9
6796,xtp,9
21122,fragment,9
61785,esp,10
55456,routing,9
26211,pup,14
62398,nd,10
30726,idp,13
13981,dstopts,14
30071,esp,11
55187,idp,14
59038,igmp,9
36287,pup,6
20311,idp,8
35195,gre,12
58674,ggp,12
4663,routing,12
21442,ipv6,12
8805,udp,11
16659,icmpv6,14
30230,max,6
39255,egp,4
53595,pim,15
35184,none,9
22168,udp,9
38192,ipv6,8
54683,egp,5
38855,tp,9
6124,fragment,10
2450,icmp,8
3907,ipv6,9
45244,pim,8
34626,hopopts,8
42304,tp,10
59561,eon,8
52281,ipcomp,7
40710,ah,12
53731,eon,5
57764,raw,7
52,icmpv6,10
12562,idp,10
6278,gre,10
11490,ipcomp,9
54588,ggp,11
51301,ggp,8
7611,ah,6
50462,hopopts,14
50462,rsvp,9
19699,eon,12
36721,ggp,10
41465,ipcomp,13
36564,tp,11
12037,egp,8
20311,tcp,9
53682,tp,7
43673,rsvp,11
46286,hopopts,16
24762,idp,8
21842,ipcomp,7
32584,raw,10
8845,pup,11
6815,idp,9
4663,udp,13
50422,udp,13
38745,icmpv6,8
30726,ipv6,11
58191,fragment,8
4292,idp,6
316,eon,8
17106,udp,7
24394,ggp,16
56744,sctp,8
39515,raw,8
19587,xtp,7
35226,icmp,7
34973,tp,9
32584,idp,14
56744,fragment,11
53185,pim,17
21093,udp,8
43355,hopopts,15
24762,icmp,14
61303,tcp,12
23054,idp,11
6612,esp,4
43673,esp,11
16304,max,7
22664,ipv6,6
38192,xtp,15
13018,raw,13
43673,gre,7
6612,fragment,12
49185,rsvp,11
4309,xtp,10
28788,esp,9
34494,sctp,5
59038,ah,10
6409,hello,8
38409,esp,5
12063,fragment,9
43661,ipip,8
11347,ipip,11
20311,none,9
46797,fragment,10
26422,hopopts,12
4309,idp,14
26422,rsvp,8
44644,hello,11
15308,ipip,10
40710,fragment,7
32088,hopopts,18
19699,dstopts,10
11545,igmp,9
44505,dstopts,12
61542,ipcomp,6
48950,tp,18
62546,ipv6,13
61542,max,9
61303,hopopts,13
58191,xtp,7
58674,igmp,6
12360,none,6
23425,rsvp,9
17106,igmp,10
55132,esp,7
9700,eon,12
16656,icmpv6,3
5883,ah,9
37277,hello,10
2802,ipip,8
36287,idp,10
4663,egp,15
44218,ipcomp,14
23969,udp,10
45204,pim,8
37978,dstopts,7
42261,hello,13
31917,tp,14
316,ipip,6
55648,udp,15
50462,esp,6
26217,gre,6
24496,tp,10
41288,gre,14
43872,hopopts,4
12641,icmp,12
23923,ah,6
42837,sctp,7
36287,max,10
44505,fragment,9
43673,tcp,7
9200,rsvp,13
51776,tcp,7
19699,ggp,7
59718,icmp,15
36857,hello,11
40316,udp,6
37285,nd,6
39255,routing,14
65316,egp,12
45244,pup,6
54588,idp,13
44215,nd,10
12063,eon,6
47869,udp,13
30035,esp,14
59828,rsvp,10
4139,egp,6
33251,routing,11
12691,tp,16
44218,dstopts,5
28072,none,8
34925,nd,16
49641,ipcomp,8
22168,rsvp,12
22168,none,8
38192,max,4
36736,rsvp,11
62451,icmp,14
53559,dstopts,15
34626,hello,13
52275,ah,12
63996,ipv6,6
27311,eon,11
51453,tcp,9
38409,eon,14
6124,rsvp,8
47570,ipcomp,11
59577,icmpv6,14
618,xtp,6
6796,rsvp,13
52281,routing,9
40327,udp,7
53702,icmp,9
6124,igmp,12
37355,hello,5
55187,tcp,14
57710,hopopts,15
35913,nd,9
26211,sctp,11
39255,dstopts,9
21471,sctp,12
46797,igmp,5
38855,routing,8
8517,sctp,17
63172,routing,11
10867,sctp,15
29177,tcp,11
51298,routing,11
11545,sctp,18
58231,igmp,9
53731,max,11
22168,ggp,14
13981,gre,9
4292,ipcomp,9
11347,eon,12
9700,gre,8
24496,ipcomp,5
8311,fragment,10
6565,hello,11
53731,idp,12
62987,hello,10
30230,fragment,9
27026,idp,11
40316,rsvp,10
27295,ipip,6
4292,nd,10
55138,max,10
12416,hello,10
23054,egp,9
23663,rsvp,6
63733,gre,9
64240,ggp,18
26422,idp,12
27311,sctp,8
42639,hello,10
12860,ipcomp,2
2985,eon,8
12063,tp,10
39046,dstopts,9
55648,eon,12
49185,nd,11
12936,egp,7
24496,pup,3
64749,ipip,10
12416,pup,13
12691,pim,8
41919,sctp,13
36857,ipip,9
21225,fragment,5
21122,gre,15
58902,routing,11
46797,tcp,11
7687,ipcomp,12
33251,dstopts,9
11490,pup,5
19573,hello,14
4309,sctp,9
33445,ggp,8
13981,hopopts,11
44644,esp,15
55567,pim,14
4905,max,10
13018,max,10
23425,ggp,8
59561,idp,12
1679,icmpv6,9
618,dstopts,9
10503,ipcomp,13
28072,raw,6
12037,none,6
8805,icmp,9
10503,rsvp,7
30732,routing,11
53595,tp,10
63581,tp,5
32973,sctp,13
10503,esp,8
39255,idp,8
47362,ipip,10
1679,max,2
14544,icmp,9
38192,ggp,11
53682,pup,15
646,icmpv6,17
62546,gre,4
9700,rsvp,11
65316,idp,6
35184,egp,9
26502,gre,7
26502,dstopts,9
27895,none,10
46728,hello,10
316,rsvp,7
24495,esp,11
54804,nd,6
16510,udp,4
32066,ipcomp,11
58894,xtp,5
3317,routing,14
34706,ipcomp,5
23923,ggp,8
30230,pup,8
19193,ipcomp,12
14032,pim,5
33395,pim,8
21977,igmp,12
56744,ah,12
19587,hopopts,3
53702,xtp,6
10557,ah,7
16349,dstopts,5
54588,fragment,12
36736,ipip,10
316,icmpv6,6
46924,routing,12
34706,egp,10
37978,xtp,12
53185,idp,11
59577,ggp,13
8311,hopopts,9
45532,hopopts,5
19699,pup,17
31917,udp,6
18246,sctp,7
20630,pim,9
60981,xtp,8
3907,gre,10
12562,pup,10
21122,sctp,7
58231,raw,8
22889,eon,9
23969,hello,9
52,max,7
6124,dstopts,20
20443,ah,9
2985,gre,9
2985,hello,12
59038,xtp,11
24495,nd,10
21442,fragment,10
58231,pup,9
3907,esp,8
58191,egp,10
59828,fragment,15
32973,nd,7
1679,routing,8
52,sctp,14
61303,icmpv6,11
41038,eon,10
477,icmp,10
13446,max,7
20453,esp,9
34706,udp,9
37978,gre,10
19587,gre,9
35184,rsvp,11
44215,ah,7
9700,ggp,12
42837,ipcomp,2
16659,pup,6
8915,xtp,7
26217,xtp,6
38855,ah,12
18750,icmp,15
34284,ah,11
9207,idp,13
22464,esp,10
32584,ipcomp,10
28788,tcp,9
37285,ggp,7
28522,igmp,12
14693,icmpv6,13
53702,nd,11
3907,xtp,10
19193,nd,13
11490,none,9
12063,idp,6
2425,gre,9
59718,sctp,13
42711,icmpv6,9
21977,raw,13
52281,xtp,9
45244,ah,13
48550,esp,4
12691,eon,14
51776,routing,3
12936,none,10
55305,hello,8
23969,pim,9
51301,icmpv6,10
25199,ipip,15
51776,ipip,10
12037,sctp,13
42310,ipcomp,13
46440,ipv6,8
26211,icmp,8
12936,icmp,13
43673,tp,12
42974,ah,11
57983,gre,6
58902,hello,12
5883,sctp,6
4296,idp,12
646,dstopts,10
46286,ipcomp,11
51301,udp,7
6796,icmpv6,7
8311,tp,9
12416,icmp,11
49641,ipv6,10
9200,gre,13
52381,igmp,16
23472,icmpv6,12
59577,sctp,9
8805,pup,10
57983,nd,10
36287,tp,8
63581,none,9
32584,routing,13
2920,routing,10
53595,fragment,10
65288,egp,10
42974,ipcomp,8
60847,tp,9
20852,none,22
28072,igmp,9
60847,rsvp,12
63172,gre,16
26422,nd,9
47869,eon,11
14544,egp,13
16816,tp,11
14032,routing,9
40710,esp,11
49641,max,13
13446,tcp,14
28788,igmp,9
8263,pup,9
27311,none,12
33445,rsvp,8
30618,icmpv6,10
10392,pim,5
2802,none,13
46286,esp,9
3267,ipip,11
12562,ipv6,9
18728,none,13
12927,routing,13
3267,ggp,10
62546,routing,6
23472,esp,12
22168,esp,13
36329,ipcomp,10
50422,none,11
2920,max,7
31296,tp,5
42837,egp,14
42837,raw,15
20311,icmpv6,10
63996,hopopts,7
34494,pim,10
50427,hopopts,11
27311,hello,9
51776,nd,11
18728,udp,14
49966,eon,6
6565,none,12
47362,icmpv6,13
47239,raw,11
8805,hello,10
967,tp,9
54588,hopopts,10
4296,pim,11
55187,icmpv6,10
57983,ipcomp,10
11347,raw,10
20453,udp,16
35060,idp,10
63581,idp,6
34932,ggp,14
58801,igmp,14
53702,ipcomp,16
41465,fragment,7
11545,fragment,11
46924,dstopts,15
30732,esp,12
8517,none,9
63172,ipv6,13
2985,icmp,10
44215,dstopts,11
47362,rsvp,13
59828,eon,12
63581,esp,13
55329,ah,5
20852,idp,12
47362,max,8
57764,none,8
2579,raw,8
65288,dstopts,11
29177,sctp,11
24762,fragment,7
57710,icmp,9
21122,esp,10
28788,max,11
17797,hopopts,10
61303,ipv6,15
53748,icmpv6,9
34626,tp,9
36721,icmp,7
12562,igmp,14
8845,ipcomp,9
60981,pim,9
16510,max,9
6124,ipv6,11
55329,none,7
35184,fragment,8
20553,icmp,10
45369,tcp,4
27895,ipcomp,6
62546,idp,9
24495,ipip,6
62451,xtp,8
44484,ipcomp,5
23472,max,8
42711,ipip,10
3267,dstopts,10
58801,hello,10
36347,ipcomp,7
51298,fragment,10
23663,idp,13
13446,pim,15
55187,fragment,11
55138,tcp,7
55138,dstopts,10
20453,max,10
23772,hopopts,7
20554,egp,5
4139,ipip,8
32973,none,6
63996,xtp,7
26801,max,18
53731,pup,9
53185,ipv6,15
51298,icmpv6,8
52381,hopopts,12
2802,rsvp,10
21842,icmp,12
33445,igmp,6
36347,none,6
42310,ggp,13
336,tcp,14
10503,ipv6,11
57764,pim,11
21977,dstopts,7
60847,gre,12
4905,dstopts,9
53559,gre,8
43872,sctp,16
52381,tp,10
35913,tcp,13
16659,none,10
27311,rsvp,9
31917,dstopts,6
41038,gre,11
16349,pup,13
42837,fragment,9
52275,hello,11
31917,pup,10
45369,hopopts,7
55132,rsvp,6
42261,ipip,6
47302,hello,7
58902,tp,8
45532,rsvp,8
52474,pup,9
37285,ah,13
43872,routing,7
14032,ipv6,7
8517,ipcomp,10
46186,ggp,10
39046,fragment,13
58902,pim,16
35226,hello,11
14693,eon,5
42310,ah,7
57710,hello,13
31917,nd,9
42304,fragment,9
26217,udp,7
37355,pup,11
61542,gre,8
30035,egp,12
52281,ah,8
32973,ggp,8
51321,pim,7
14693,rsvp,11
16816,eon,10
10784,dstopts,7
7627,pup,9
8365,ipcomp,14
7611,icmpv6,8
26801,udp,15
22664,icmp,8
23425,egp,11
33379,ipcomp,10
17106,ggp,12
58191,ipv6,6
36564,igmp,11
10784,eon,7
42639,icmp,5
57789,ipcomp,8
6057,raw,13
7461,ggp,4
50307,icmpv6,10
20311,fragment,7
53595,tcp,9
14032,max,9
52275,fragment,11
26502,icmpv6,14
17797,sctp,14
618,egp,9
28979,fragment,11
51776,max,9
34416,max,8
4292,udp,9
36347,tp,8
47570,idp,7
35226,ggp,15
35184,pim,8
9207,rsvp,8
42310,egp,5
30340,ipv6,16
42639,icmpv6,8
8365,icmpv6,5
34973,icmp,15
34925,dstopts,6
52645,routing,7
17106,pup,16
62987,xtp,7
38745,dstopts,6
4905,hello,11
53559,hopopts,12
23969,ipcomp,9
12562,tcp,7
48950,egp,9
8915,udp,4
55132,eon,8
48276,none,6
2813,pim,9
30618,egp,9
63172,egp,14
26217,esp,10
34416,egp,9
618,pim,12
9200,max,9
53185,nd,8
58191,ah,9
41038,esp,11
48550,hello,8
65316,ggp,5
59038,nd,14
4663,icmpv6,10
12211,idp,8
50427,udp,6
23969,igmp,5
22889,hopopts,7
35086,hello,9
8263,idp,13
23969,nd,4
14032,ipcomp,13
36287,icmp,5
2450,gre,9
39515,rsvp,8
48276,eon,7
61837,esp,8
31296,icmpv6,7
9200,icmp,11
47570,egp,5
36287,egp,8
62546,igmp,9
2579,eon,16
53595,igmp,17
3317,ggp,10
2450,raw,13
27311,icmpv6,20
55305,ggp,7
12360,raw,9
6409,tp,5
8805,pim,12
61648,pup,9
6796,eon,6
43355,tcp,10
24268,hopopts,14
45244,icmpv6,7
21977,ipip,7
52474,routing,11
51298,ah,8
63996,routing,10
53682,eon,14
54588,icmpv6,11
55305,ah,10
38409,pim,10
12641,hopopts,8
17797,ggp,10
10867,tcp,7
50422,xtp,9
46286,idp,11
53595,dstopts,18
50422,icmpv6,9
54518,xtp,10
54518,nd,9
20443,tp,11
21225,egp,9
23054,hopopts,12
22664,none,13
44644,ggp,8
30071,pim,11
43325,tcp,8
46186,none,12
13107,hello,5
12063,icmp,9
53731,ipv6,17
26422,eon,12
34932,idp,11
13107,tcp,10
55329,tp,5
33395,rsvp,9
42837,tcp,12
37354,idp,13
55187,ipcomp,9
50307,ipcomp,9
22464,gre,7
52275,egp,9
50462,routing,11
10503,dstopts,13
17797,xtp,10
23772,dstopts,6
28979,eon,7
54501,hello,13
16510,egp,14
21093,egp,8
21471,routing,10
6612,rsvp,13
61837,tp,8
16510,raw,11
29590,dstopts,8
42310,tp,7
34925,pim,8
23772,igmp,14
40316,ipv6,6
58674,raw,11
21093,eon,8
62398,tcp,8
29483,rsvp,11
10784,icmp,9
28522,tp,8
1679,ipip,10
13446,igmp,8
58191,pup,9
55187,routing,12
36857,hopopts,11
6409,none,12
13018,routing,16
14201,gre,7
30340,gre,13
44218,xtp,5
45688,sctp,11
29483,ipip,9
29590,rsvp,11
24762,ipip,12
44505,idp,11
57764,idp,8
13936,raw,9
44218,egp,11
39046,none,6
48294,gre,17
52474,igmp,11
16659,ipv6,5
26801,tp,8
26422,gre,12
12641,none,9
16349,ipip,6
37636,gre,9
62987,eon,7
6565,routing,12
9207,hopopts,11
36736,eon,12
10557,dstopts,12
13018,egp,10
43673,icmpv6,10
37285,max,8
35060,xtp,8
51301,routing,11
43355,hello,6
42261,routing,8
41288,eon,15
34706,ipip,7
10392,rsvp,11
61569,igmp,11
24268,rsvp,13
64749,dstopts,12
58191,eon,12
9200,icmpv6,6
56745,tcp,10
51321,routing,6
12416,routing,8
4905,idp,9
63172,ggp,12
40327,none,11
55132,ipip,6
21093,hopopts,14
6796,routing,11
5868,fragment,11
55305,nd,11
61785,ipv6,12
52281,ipip,5
43872,igmp,4
26211,ipip,9
32584,igmp,8
44215,fragment,19
19573,raw,5
19699,esp,11
40710,tcp,8
16304,hopopts,11
44644,xtp,11
55329,xtp,13
2813,icmp,10
23646,tcp,11
56744,none,5
13446,udp,8
34626,raw,9
42711,routing,13
12360,esp,13
6565,esp,8
21471,ipv6,7
13107,esp,10
45688,eon,9
53185,icmp,11
23772,eon,10
7611,ipcomp,11
32066,igmp,14
36564,hello,14
42185,xtp,9
24495,gre,12
42393,esp,6
5883,ipcomp,7
36736,raw,10
10867,ipv6,14
12416,xtp,13
44215,igmp,10
34284,egp,7
25199,xtp,19
37285,fragment,9
40710,igmp,13
27895,pup,9
12360,dstopts,9
50427,tp,5
30732,hopopts,9
55329,ipv6,11
55132,icmp,9
30071,ggp,12
57710,igmp,9
8805,eon,6
33395,esp,8
37354,fragment,8
52281,fragment,13
4663,pim,12
32088,raw,10
47239,esp,12
29590,raw,17
16304,esp,14
35195,egp,11
54518,hopopts,11
11347,pim,6
34494,fragment,10
54501,ggp,11
37285,icmpv6,7
20554,pup,18
35913,routing,7
34706,xtp,10
23545,egp,11
34284,udp,8
29483,igmp,9
23923,raw,9
49185,ah,12
12360,max,10
2450,tcp,11
58801,udp,14
23545,hello,12
19573,dstopts,5
21471,gre,6
48550,ipcomp,10
54518,sctp,12
39255,fragment,9
33445,udp,6
38745,idp,14
32066,routing,5
49641,eon,11
18079,tp,5
65288,hello,12
7627,hopopts,4
53682,idp,18
34416,hopopts,10
10867,pup,12
18079,pup,10
52645,udp,8
20852,ggp,10
4309,icmpv6,8
42639,gre,11
10503,xtp,13
23646,gre,11
57789,hello,13
9207,hello,8
61837,pup,14
4139,hello,22
36564,max,8
57710,pim,8
6057,idp,9
34706,hello,12
59577,dstopts,10
7535,hello,7
23472,tcp,9
16659,igmp,6
64240,idp,10
59828,pim,12
63581,max,7
12416,eon,11
51301,xtp,10
22464,pim,10
6409,eon,10
41288,igmp,11
16510,tcp,11
40396,pup,10
22464,hello,10
28072,hopopts,13
30732,pim,6
12063,sctp,11
22889,nd,13
18079,ipcomp,12
9200,nd,6
46440,tp,11
2985,ah,9
55138,icmp,12
65316,ipip,8
21093,tp,9
12936,ah,9
23923,ipcomp,8
20553,pup,9
61837,eon,17
62451,tcp,6
2802,gre,10
58191,hello,20
28072,eon,8
32584,hopopts,12
42185,fragment,10
49966,pup,11
15308,none,10
35913,hopopts,9
58231,egp,9
20553,igmp,6
27295,pim,6
41465,hopopts,9
45244,tcp,3
45244,routing,13
20852,egp,9
56744,rsvp,8
35184,eon,11
57789,pim,9
25199,icmp,12
29590,idp,13
11347,hopopts,6
55305,gre,15
35184,gre,8
26211,raw,7
62987,ipip,11
62398,hello,6
4905,pim,6
61837,xtp,8
14032,ah,11
42304,icmpv6,15
43661,hello,7
37636,xtp,9
58231,gre,7
477,routing,7
61837,icmp,11
5868,pim,12
3907,ah,9
42393,raw,12
21122,icmpv6,9
10867,icmp,14
27026,dstopts,11
53559,hello,6
36564,udp,11
26880,nd,12
4296,routing,6
51453,gre,8
15308,udp,9
9207,esp,12
53748,tp,10
55329,ggp,11
19587,nd,7
8517,egp,8
57764,ggp,11
35184,icmp,14
60981,rsvp,5
14544,hello,11
9207,sctp,3
46186,xtp,12
12936,ipip,4
57983,ggp,11
35086,rsvp,16
30071,hello,9
59038,pim,11
44505,routing,8
47362,routing,12
6565,rsvp,8
40396,dstopts,11
12416,tp,4
55329,egp,10
16816,ipip,10
18750,ipv6,6
2920,none,14
47869,icmp,13
336,ipcomp,9
31296,ah,16
51453,icmp,6
336,fragment,8
10867,udp,13
8365,hopopts,15
3958,tcp,8
19587,eon,12
32088,igmp,7
21122,ipip,9
12562,ipcomp,15
20453,tcp,8
55456,eon,9
26801,xtp,7
49641,rsvp,9
36564,tcp,13
51453,egp,8
18079,udp,5
11545,hello,8
51298,ipv6,9
40710,hello,10
23425,sctp,4
45532,ipcomp,10
21122,routing,6
26422,ipip,8
6612,pim,12
24394,idp,12
52281,igmp,8
61542,tp,14
5868,ipip,7
17106,xtp,12
45204,idp,10
48294,udp,8
34925,rsvp,13
52275,tcp,14
316,udp,9
37354,udp,12
10392,ah,11
34932,icmpv6,7
31296,tcp,9
53595,ipcomp,11
11490,fragment,12
58902,icmp,10
51321,ggp,8
59038,egp,8
44218,pup,10
54588,nd,11
3907,max,9
40710,ipip,8
59718,hello,15
2579,tp,8
54518,tcp,9
61947,icmpv6,6
52,ipip,10
3317,hopopts,8
52645,pim,11
60981,dstopts,7
36347,ipip,8
53559,max,11
10557,ipip,13
46728,dstopts,8
8311,xtp,5
51453,esp,14
44484,rsvp,10
12927,esp,6
23545,ipv6,10
4139,icmpv6,11
61569,rsvp,5
35226,raw,8
21471,fragment,9
13018,tcp,9
24496,ggp,9
13936,igmp,8
46797,raw,5
51776,udp,14
16349,egp,9
58191,tp,11
26801,rsvp,7
40396,routing,15
24762,hopopts,6
23054,icmp,10
42711,udp,7
20453,pup,16
30618,ipip,9
17797,routing,7
33445,icmp,8
46186,max,9
6278,esp,4
24496,raw,5
61542,tcp,17
35226,xtp,10
26880,hello,7
34932,pim,8
28072,rsvp,12
25199,ipv6,11
618,idp,9
9200,ah,8
40316,igmp,9
16304,xtp,3
20443,none,7
38855,xtp,6
46440,raw,12
32973,xtp,12
41919,esp,8
21122,none,10
28788,udp,9
2920,esp,9
4296,max,8
18728,ipv6,15
20852,routing,11
35184,ah,14
61785,xtp,7
41465,tp,9
23054,nd,9
40396,hello,8
49641,hopopts,15
11545,pim,9
2802,udp,16
6565,idp,12
56745,rsvp,12
27026,tp,6
61303,icmp,7
26502,ipip,16
9700,sctp,9
35086,max,11
21166,tcp,6
48550,icmpv6,9
38855,eon,9
8263,gre,11
22889,egp,8
14201,xtp,5
40358,sctp,6
35060,hopopts,5
20630,ggp,9
54804,hopopts,11
2425,tcp,8
27026,pup,7
46440,idp,8
50462,tp,8
65316,tcp,8
49966,esp,10
13981,tcp,9
4139,eon,5
48550,gre,9
47570,igmp,9
20553,idp,4
13107,ipv6,10
48950,icmpv6,10
57789,none,9
2855,ipv6,11
62398,ah,6
21122,idp,10
12691,icmp,5
10557,ggp,8
37737,hopopts,8
51776,xtp,11
14032,eon,9
61303,pim,8
16656,igmp,10
7687,ggp,9
48276,routing,9
20553,none,8
12691,dstopts,16
34416,nd,7
33379,ggp,10
39046,max,6
32973,esp,7
17106,icmp,13
8311,egp,9
29483,udp,12
2855,icmp,13
44218,rsvp,9
10784,rsvp,13
36329,egp,9
8365,udp,5
48276,rsvp,10
35184,ggp,11
24762,egp,12
23545,ipcomp,8
53702,dstopts,15
36736,nd,9
2425,pup,13
30726,ipip,7
45688,pim,13
53682,ipip,15
336,icmpv6,7
56744,ggp,16
44218,max,13
23969,pup,8
31018,hello,4
14032,dstopts,8
6565,xtp,8
13446,ggp,11
41288,raw,7
21442,eon,8
12860,ah,12
6815,eon,12
36564,idp,12
21122,hopopts,9
28522,pup,12
37355,ipv6,9
59577,hopopts,14
42310,hopopts,5
45244,fragment,5
54588,ah,13
43872,fragment,9
47302,icmp,7
52,rsvp,8
33251,ah,11
32088,rsvp,8
50307,tcp,10
59561,hopopts,15
27895,esp,10
45244,none,5
42261,max,10
31296,egp,16
56745,max,15
58902,ipv6,9
53731,gre,9
50307,udp,6
19587,icmpv6,11
31296,ipcomp,14
13107,fragment,7
52645,rsvp,12
64240,esp,11
2855,ipcomp,6
8263,eon,9
41919,max,11
29590,icmp,7
53731,raw,9
55567,sctp,10
24394,ah,10
3317,max,8
61837,egp,10
46186,egp,8
21842,tp,8
38192,egp,13
16656,ggp,11
50462,dstopts,6
36287,rsvp,10
12211,pim,9
23545,sctp,9
42393,ah,8
2813,eon,5
23472,eon,11
13446,routing,11
47239,ipcomp,10
3689,nd,10
42974,icmpv6,8
53185,ipcomp,7
5868,esp,9
65288,rsvp,9
13981,icmp,8
1679,xtp,12
55329,rsvp,12
43661,ipcomp,9
36857,esp,7
46924,raw,8
38745,ipcomp,7
477,egp,10
9700,fragment,9
16304,idp,11
54588,ipv6,21
52645,xtp,8
30230,gre,11
35086,dstopts,6
9200,pim,14
29590,udp,6
4296,icmp,8
10503,eon,7
16304,udp,7
19573,ipip,11
10392,xtp,5
39515,ggp,13
33251,hopopts,11
38192,raw,9
63172,xtp,10
51301,icmp,8
41919,ipip,8
13936,gre,18
54501,pim,10
4292,none,3
24268,udp,12
19587,sctp,10
53595,max,9
12037,icmpv6,12
23772,ggp,15
42837,rsvp,11
55456,udp,10
58801,tp,11
10784,idp,8
22889,idp,5
16816,dstopts,9
29483,none,13
54804,ggp,8
20554,igmp,9
50427,gre,14
52645,sctp,8
7687,esp,4
42974,ipip,9
29590,nd,10
49641,egp,5
13107,udp,12
37354,tp,10
46728,sctp,10
2802,tp,6
23923,igmp,8
51321,ah,9
12860,xtp,5
44215,pim,8
20311,ipip,9
30071,routing,8
18246,none,10
23969,rsvp,14
36857,none,9
59038,hopopts,12
37737,raw,9
41038,pim,12
8805,xtp,10
46924,pim,11
11545,routing,11
58894,raw,13
42837,tp,5
11545,none,10
9700,ipcomp,7
20443,icmp,16
39744,esp,13
12860,nd,5
3958,pup,16
61648,xtp,6
59718,dstopts,4
49966,rsvp,7
63733,routing,9
4139,tp,12
44644,nd,8
33395,udp,4
13107,xtp,16
15308,ah,9
21842,none,13
46186,ipcomp,13
7461,esp,8
19193,icmpv6,5
24518,ggp,9
40327,dstopts,7
35226,pup,10
51321,igmp,12
17106,ipcomp,5
28072,gre,9
16659,rsvp,11
4905,ggp,12
64240,gre,12
6796,fragment,11
44215,rsvp,12
44505,none,12
64749,raw,13
35195,esp,9
46440,pup,10
12037,igmp,12
61837,tcp,10
65288,gre,12
46440,rsvp,7
35195,pup,13
47239,hello,9
14693,ipip,6
45532,nd,5
23923,xtp,6
34284,icmpv6,8
37737,dstopts,5
26801,routing,6
55187,sctp,6
17106,icmpv6,15
59038,ggp,5
42711,ipcomp,5
27311,max,6
27295,icmpv6,11
50422,raw,7
12211,ipip,11
8517,max,9
46728,ipip,7
29177,hopopts,8
4296,raw,10
38409,igmp,13
52474,dstopts,9
13446,fragment,9
41465,pup,12
21442,tcp,6
51776,gre,9
39046,rsvp,10
57789,sctp,10
39515,dstopts,6
39515,ipv6,9
49641,pup,6
477,ggp,16
12562,icmpv6,7
51776,raw,6
18728,xtp,5
41288,ggp,11
16816,gre,16
50462,eon,10
30230,routing,9
23663,nd,13
4296,ipip,6
20453,nd,9
59577,igmp,9
56744,udp,6
11490,nd,7
46924,ipip,10
29483,routing,5
42304,pim,9
36287,sctp,11
43673,ipv6,9
51776,egp,7
23923,egp,10
46286,xtp,12
38409,tcp,13
6278,udp,13
2855,esp,14
62398,pim,9
7687,tcp,8
53682,rsvp,14
52645,tp,11
49641,idp,8
54588,raw,8
3958,fragment,7
17797,pup,7
50422,egp,5
48294,dstopts,6
47239,ggp,10
29483,hello,13
7535,hopopts,8
10867,nd,10
55456,pim,11
52645,hello,10
62546,sctp,3
46186,nd,15
55329,igmp,14
41919,tcp,14
30035,igmp,15
1679,icmp,11
34925,igmp,7
55456,hello,9
30071,fragment,13
48276,xtp,5
12063,max,12
3689,max,9
42310,fragment,10
31018,max,10
20630,routing,6
45688,icmp,12
10503,igmp,8
63996,fragment,8
40316,tp,16
62398,gre,11
2579,icmpv6,10
2450,igmp,11
12037,ipcomp,9
53731,routing,10
52275,igmp,7
24518,xtp,8
8263,icmp,9
44484,icmpv6,7
62451,hopopts,7
57710,eon,9
62987,tp,9
40358,rsvp,11
40358,ipip,3
13981,ah,12
34973,xtp,9
7687,eon,10
50422,nd,5
60847,icmpv6,6
37277,icmpv6,10
42837,ah,9
47302,none,10
3907,pup,10
45204,xtp,9
5350,eon,9
9515,hello,12
46440,hello,6
35086,esp,8
56744,ipip,12
57983,none,6
46797,hopopts,7
49641,gre,7
34925,hello,12
20852,udp,10
49966,ipv6,9
47362,dstopts,15
11545,gre,8
30726,esp,9
30035,none,8
50427,egp,7
9515,none,9
58231,udp,15
32066,pup,10
45688,esp,7
52474,ipip,6
6565,fragment,7
62546,ipcomp,8
51453,ggp,8
40710,raw,8
2855,ggp,10
63172,hello,7
41465,max,13
13936,none,6
19573,ah,9
52281,icmpv6,6
55329,idp,9
48950,raw,13
19012,igmp,7
14544,dstopts,7
10784,esp,13
29590,routing,14
22664,sctp,8
18079,hello,9
21442,pim,7
27026,none,16
39744,ipv6,13
52645,dstopts,7
59561,nd,12
5883,rsvp,10
22664,ah,12
32066,pim,3
34706,ah,14
22464,hopopts,8
7535,ipv6,12
39046,raw,9
28788,ah,7
4905,ipip,11
40316,esp,8
22464,icmp,7
23545,ah,17
55187,xtp,10
62987,egp,12
21977,fragment,12
12562,udp,11
39046,ipcomp,4
967,routing,18
52281,sctp,6
58674,hopopts,14
14201,icmpv6,13
57764,sctp,7
19699,rsvp,6
42974,idp,13
42639,ggp,6
4292,esp,9
50427,tcp,8
60981,ipip,9
16349,esp,14
10557,tcp,8
55305,ipip,10
31917,max,9
3907,dstopts,8
56744,xtp,12
54588,tcp,12
42974,egp,16
51301,rsvp,6
65288,ah,12
42974,tcp,9
45369,nd,9
24496,nd,6
12562,ggp,10
39255,max,10
